Date,Close
2000-08-30,1.5696570066966824
2000-08-31,1.5644405903963239
2000-09-01,1.575881136795014
2000-09-02,1.5699929112960067
2000-09-03,1.5701048794957817
2000-09-04,1.5719929758622675
2000-09-05,1.5706969222180185
2000-09-06,1.5811678679286023
2000-09-07,1.5985842910959667
2000-09-08,1.6109325862805646
2000-09-09,1.6055124179099993
2000-09-10,1.5998985075473744
2000-09-11,1.5968520562578121
2000-09-12,1.60594810674942
2000-09-13,1.6075897793235876
2000-09-14,1.6144162163123645
2000-09-15,1.626170637246991
2000-09-16,1.6392313878391949
2000-09-17,1.6455159109476913
2000-09-18,1.6447889953986665
2000-09-19,1.6505034307496445
2000-09-20,1.6643689305397844
2000-09-21,1.6730214054307968
2000-09-22,1.6725174113317614
2000-09-23,1.6573416423078549
2000-09-24,1.6526310778702304
2000-09-25,1.6484244334386606
2000-09-26,1.6577136531237742
2000-09-27,1.6649211056851942
2000-09-28,1.671827821016348
2000-09-29,1.6631227591157713
2000-09-30,1.6530209554209332
2000-10-01,1.6462441992733472
2000-10-02,1.64930791453396
2000-10-03,1.6589118405704646
2000-10-04,1.6668124116009937
2000-10-05,1.6733370913962313
2000-10-06,1.660641962116013
2000-10-07,1.6382137100898728
2000-10-08,1.6290122005668104
2000-10-09,1.6255546076969278
2000-10-10,1.635407547950092
2000-10-11,1.6346313273433797
2000-10-12,1.6649887402715826
2000-10-13,1.6943968119038797
2000-10-14,1.7194656420115606
2000-10-15,1.7192593762316077
2000-10-16,1.7166055189453155
2000-10-17,1.7055852419015631
2000-10-18,1.6982462934788558
2000-10-19,1.6753531224307034
2000-10-20,1.6498114694194495
2000-10-21,1.6162478099466169
2000-10-22,1.6048037922331055
2000-10-23,1.6059364735015544
2000-10-24,1.61492894152647
2000-10-25,1.6004376594365652
2000-10-26,1.57779214206166
2000-10-27,1.549194386528644
2000-10-28,1.528510393906427
2000-10-29,1.5257247785057728
2000-10-30,1.5216523860741502
2000-10-31,1.5179527410321896
2000-11-01,1.5098084086554717
2000-11-02,1.5160932532893725
2000-11-03,1.536301475170499
2000-11-04,1.5653669798215626
2000-11-05,1.572296202292925
2000-11-06,1.5763123642813177
2000-11-07,1.5721452251725054
2000-11-08,1.592126647422617
2000-11-09,1.6264364738405135
2000-11-10,1.6650782386766199
2000-11-11,1.6891240887338002
2000-11-12,1.6937568911295287
2000-11-13,1.6934432588689223
2000-11-14,1.7071970793526294
2000-11-15,1.7425181351588215
2000-11-16,1.7882592200161633
2000-11-17,1.7940665622834704
2000-11-18,1.7995581695075906
2000-11-19,1.7890841774429365
2000-11-20,1.800068141591755
2000-11-21,1.8065408308840272
2000-11-22,1.8259745234241354
2000-11-23,1.8574727095362975
2000-11-24,1.8663035641478787
2000-11-25,1.8691183364878665
2000-11-26,1.864298203390681
2000-11-27,1.8665733680088088
2000-11-28,1.8621948850575645
2000-11-29,1.8402749840121757
2000-11-30,1.8259483307795075
2000-12-01,1.8362372035955925
2000-12-02,1.8679074034319676
2000-12-03,1.8834371233450644
2000-12-04,1.8832379198792852
2000-12-05,1.9198528445221683
2000-12-06,1.964827182950125
2000-12-07,2.0484036147674067
2000-12-08,2.088409499316317
2000-12-09,2.1374715260086656
2000-12-10,2.1385732284125845
2000-12-11,2.142020417738044
2000-12-12,2.1729599503695556
2000-12-13,2.1618474853699525
2000-12-14,2.1250391541470712
2000-12-15,2.0451725319456853
2000-12-16,2.053205041754468
2000-12-17,2.0615573107579777
2000-12-18,2.0809980043162164
2000-12-19,2.086000000792482
2000-12-20,2.1377630520673208
2000-12-21,2.1960590330845675
2000-12-22,2.244136981100197
2000-12-23,2.261163333167852
2000-12-24,2.269402692953896
2000-12-25,2.263379759301232
2000-12-26,2.264648595140993
2000-12-27,2.271721619131465
2000-12-28,2.284113091634861
2000-12-29,2.2716624785443624
2000-12-30,2.2708110324467374
2000-12-31,2.258889006440955
2001-01-01,2.2698427019113616
2001-01-02,2.266514246933018
2001-01-03,2.217556176076622
2001-01-04,2.1667832544474184
2001-01-05,2.142577212922371
2001-01-06,2.176139456804633
2001-01-07,2.1993291952217287
2001-01-08,2.200030734516899
2001-01-09,2.21586483929077
2001-01-10,2.251279155402315
2001-01-11,2.2571785029537215
2001-01-12,2.2212938127531
2001-01-13,2.172755218609272
2001-01-14,2.1579978788537137
2001-01-15,2.1558399067235894
2001-01-16,2.1621976680621917
2001-01-17,2.135357370150755
2001-01-18,2.060299709836795
2001-01-19,1.996737213327302
2001-01-20,1.9700700365477537
2001-01-21,1.9824850827597273
2001-01-22,1.9882626379479327
2001-01-23,1.987236092732901
2001-01-24,1.9766014034172865
2001-01-25,1.970075612280951
2001-01-26,1.961609988957824
2001-01-27,1.977264963100328
2001-01-28,1.9820507143501969
2001-01-29,1.9814821894929826
2001-01-30,1.949803676704098
2001-01-31,1.8933143113196724
2001-02-01,1.8098492605487875
2001-02-02,1.7985834780837935
2001-02-03,1.832152833860863
2001-02-04,1.8656519244686371
2001-02-05,1.8687698975359204
2001-02-06,1.8131076616825643
2001-02-07,1.7862672729116926
2001-02-08,1.775243786004917
2001-02-09,1.8013039938597204
2001-02-10,1.8261470720397102
2001-02-11,1.82400227480351
2001-02-12,1.8254367496438124
2001-02-13,1.8032433026194745
2001-02-14,1.79289003065703
2001-02-15,1.7537441606239186
2001-02-16,1.7411750750403938
2001-02-17,1.7151579544087558
