,Date,Price
1887,2010-02-11,5.395999908447266
1888,2010-02-12,5.4679999351501465
1889,2010-02-16,5.309999942779541
1890,2010-02-17,5.386000156402588
1891,2010-02-18,5.171999931335449
1892,2010-02-19,5.044000148773193
1893,2010-02-22,4.894999980926514
1894,2010-02-23,4.777999877929688
1895,2010-02-24,4.815999984741211
1896,2010-02-25,4.767000198364258
1897,2010-02-26,4.813000202178955
1898,2010-03-01,4.678999900817871
1899,2010-03-02,4.708000183105469
1900,2010-03-03,4.756999969482422
1901,2010-03-04,4.574999809265137
1902,2010-03-05,4.5929999351501465
1903,2010-03-08,4.526999950408936
1904,2010-03-09,4.515999794006348
1905,2010-03-10,4.559000015258789
1906,2010-03-11,4.440000057220459
1907,2010-03-12,4.400000095367432
1908,2010-03-15,4.390999794006348
1909,2010-03-16,4.3470001220703125
1910,2010-03-17,4.302999973297119
1911,2010-03-18,4.085000038146973
1912,2010-03-19,4.169000148773193
1913,2010-03-22,4.078999996185303
1914,2010-03-23,4.130000114440918
1915,2010-03-24,4.105000019073486
1916,2010-03-25,3.9809999465942383
1917,2010-03-26,3.871999979019165
1918,2010-03-29,3.8420000076293945
1919,2010-03-30,3.973000049591065
1920,2010-03-31,3.86899995803833
1921,2010-04-01,4.085999965667725
1922,2010-04-05,4.276999950408936
1923,2010-04-06,4.0960001945495605
1924,2010-04-07,4.019000053405762
1925,2010-04-08,3.908999919891357
1926,2010-04-09,4.070000171661377
1927,2010-04-12,4.007999897003174
1928,2010-04-13,4.159999847412109
1929,2010-04-14,4.198999881744385
1930,2010-04-15,3.984999895095825
1931,2010-04-16,4.039000034332275
1932,2010-04-19,3.944000005722046
1933,2010-04-20,3.974999904632568
1934,2010-04-21,3.954999923706055
1935,2010-04-22,4.127999782562256
1936,2010-04-23,4.256999969482422
1937,2010-04-26,4.26200008392334
1938,2010-04-27,4.216000080108643
1939,2010-04-28,4.270999908447266
1940,2010-04-29,3.9800000190734863
1941,2010-04-30,3.920000076293945
1942,2010-05-03,4.0
1943,2010-05-04,4.013000011444092
1944,2010-05-05,3.990999937057495
1945,2010-05-06,3.928999900817871
1946,2010-05-07,4.014999866485596
1947,2010-05-10,4.170000076293945
1948,2010-05-11,4.13100004196167
1949,2010-05-12,4.283999919891357
1950,2010-05-13,4.339000225067139
1951,2010-05-14,4.311999797821045
1952,2010-05-17,4.3979997634887695
1953,2010-05-18,4.3420000076293945
1954,2010-05-19,4.1579999923706055
1955,2010-05-20,4.105999946594238
1956,2010-05-21,4.034999847412109
1957,2010-05-24,4.017000198364258
1958,2010-05-25,4.051000118255615
1959,2010-05-26,4.15500020980835
1960,2010-05-27,4.294000148773193
1961,2010-05-28,4.341000080108643
1962,2010-06-01,4.248000144958496
1963,2010-06-02,4.423999786376953
1964,2010-06-03,4.690000057220459
1965,2010-06-04,4.796999931335449
1966,2010-06-07,4.915999889373779
1967,2010-06-08,4.808000087738037
1968,2010-06-09,4.677000045776367
1969,2010-06-10,4.646999835968018
1970,2010-06-11,4.781000137329102
1971,2010-06-14,5.00600004196167
1972,2010-06-15,5.189000129699707
1973,2010-06-16,4.978000164031982
1974,2010-06-17,5.162000179290772
1975,2010-06-18,4.997000217437744
1976,2010-06-21,4.873000144958496
1977,2010-06-22,4.75600004196167
1978,2010-06-23,4.803999900817871
1979,2010-06-24,4.748000144958496
1980,2010-06-25,4.861000061035156
1981,2010-06-28,4.7170000076293945
1982,2010-06-29,4.547999858856201
1983,2010-06-30,4.616000175476074
1984,2010-07-01,4.854000091552734
1985,2010-07-02,4.686999797821045
1986,2010-07-06,4.682000160217285
1987,2010-07-07,4.565000057220459
1988,2010-07-08,4.39900016784668
1989,2010-07-09,4.401999950408936
1990,2010-07-12,4.388000011444092
1991,2010-07-13,4.354000091552734
1992,2010-07-14,4.306000232696533
1993,2010-07-15,4.585999965667725
